h,s,v,value
93,61,183,0
93,62,182,0
93,61,183,0
93,61,184,0
93,61,184,0
93,61,183,0
93,61,183,0
93,61,184,0
91,60,182,0
91,63,181,0
91,64,180,0
91,64,180,0
91,64,180,0
91,63,181,0
91,63,182,0
91,63,183,0
91,62,184,0
91,62,184,0
91,62,184,0
91,62,184,0
91,62,184,0
91,63,183,0
91,63,183,0
91,63,182,0
91,60,182,0
91,60,182,0
91,60,182,0
91,60,183,0
91,63,183,0
91,63,183,0
91,62,184,0
91,62,184,0
91,62,185,0
91,62,184,0
91,62,184,0
91,62,186,0
90,63,186,0
90,64,184,0
90,64,183,0
90,64,183,0
92,66,185,0
92,66,186,0
92,65,187,0
92,65,187,0
92,65,188,0
92,65,188,0
92,65,188,0
92,65,188,0
92,65,187,0
92,65,187,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,187,0
92,64,188,0
94,63,190,0
94,63,190,0
94,66,189,0
94,66,189,0
94,66,189,0
94,66,189,0
94,67,189,0
94,67,189,0
94,63,189,0
94,63,189,0
95,62,190,0
93,59,189,0
94,58,190,0
94,57,191,0
91,32,174,0
92,37,177,0
93,45,177,0
94,52,178,0
94,57,182,0
95,63,183,0
95,65,181,0
94,65,184,0
93,63,182,0
91,61,181,0
91,59,181,0
90,57,179,0
90,57,179,0
90,57,179,0
91,60,180,0
91,60,180,0
94,60,183,0
94,60,183,0
94,60,184,0
94,59,185,0
94,59,186,0
94,59,186,0
93,61,185,0
93,61,184,0
93,61,183,0
93,62,182,0
93,62,182,0
93,61,184,0
93,61,184,0
93,61,183,0
93,61,183,0
93,61,184,0
93,62,185,0
93,62,184,0
93,63,182,0
93,63,181,0
93,63,182,0
93,63,183,0
93,62,185,0
93,62,186,0
93,61,187,0
93,61,187,0
93,61,187,0
93,62,186,0
93,62,186,0
93,62,185,0
93,62,185,0
93,62,185,0
91,60,182,0
91,60,182,0
91,60,182,0
91,60,183,0
91,60,183,0
91,60,183,0
91,60,183,0
91,60,184,0
91,63,183,0
91,63,183,0
91,62,184,0
91,62,186,0
91,62,186,0
91,62,184,0
91,62,184,0
91,62,185,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,64,187,0
92,64,187,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,63,189,0
92,63,189,0
92,63,189,0
92,63,189,0
92,63,189,0
93,67,190,0
93,67,190,0
94,66,189,0
94,66,189,0
94,66,189,0
94,66,188,0
93,61,187,0
93,61,188,0
93,59,189,0
91,57,188,0
91,32,173,0
92,37,177,0
93,45,177,0
94,52,178,0
94,57,182,0
95,64,183,0
94,66,181,0
94,65,184,0
93,63,182,0
91,61,180,0
91,60,180,0
90,57,179,0
90,57,179,0
89,60,180,0
91,61,180,0
91,61,180,0
93,61,183,0
94,60,183,0
94,60,184,0
94,59,185,0
94,59,186,0
94,59,186,0
93,61,185,0
93,61,184,0
93,61,183,0
93,62,182,0
93,62,182,0
93,61,184,0
93,61,184,0
93,61,183,0
93,61,183,0
93,62,184,0
93,62,186,0
93,62,185,0
93,63,183,0
93,63,182,0
93,63,182,0
93,62,184,0
93,62,186,0
93,61,187,0
93,62,186,0
93,62,186,0
93,61,187,0
93,62,186,0
93,62,186,0
93,62,186,0
93,62,185,0
93,62,185,0
91,60,183,0
91,60,183,0
91,60,183,0
91,60,183,0
91,60,183,0
91,60,183,0
91,60,183,0
91,60,184,0
91,63,183,0
91,63,182,0
91,63,183,0
91,62,186,0
91,62,186,0
91,62,185,0
91,62,184,0
91,62,185,0
92,65,188,0
92,65,188,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,64,187,0
92,64,187,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,63,189,0
92,63,189,0
92,63,190,0
92,63,191,0
92,63,191,0
92,64,190,0
93,67,191,0
93,67,191,0
94,65,191,0
94,65,191,0
94,66,190,0
94,66,190,0
93,61,188,0
93,61,189,0
91,57,188,0
91,57,188,0
90,35,173,0
91,39,177,0
92,46,177,0
94,54,178,0
94,60,182,0
93,62,181,0
94,66,182,0
94,68,184,0
92,66,182,0
91,64,180,0
91,61,180,0
89,60,179,0
89,60,179,0
89,60,179,0
91,61,181,0
91,61,181,0
91,59,182,0
91,59,182,0
91,59,182,0
91,59,183,0
91,58,184,0
91,59,183,0
91,59,182,0
91,59,181,0
91,61,181,0
91,61,180,0
91,61,180,0
91,60,182,0
91,60,182,0
91,61,181,0
91,61,181,0
91,60,182,0
93,62,185,0
92,65,184,0
92,65,183,0
92,66,182,0
92,66,182,0
92,65,184,0
92,65,185,0
92,64,187,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
92,64,186,0
93,62,185,0
93,62,185,0
93,62,185,0
93,62,185,0
92,65,185,0
92,64,186,0
92,64,186,0
92,64,186,0
92,65,185,0
92,65,185,0
92,64,186,0
92,64,188,0
92,65,188,0
92,65,187,0
92,66,186,0
92,65,187,0
92,65,188,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,187,0
92,65,188,0
92,65,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,64,188,0
92,63,189,0
92,63,189,0
92,64,190,0
92,64,190,0
92,64,191,0
92,64,190,0
93,67,191,0
92,69,191,0
93,67,191,0
93,66,192,0
93,67,190,0
93,67,190,0
92,63,189,0
92,63,190,0
91,58,189,0
91,58,190,0
90,35,173,0
91,39,176,0
92,46,176,0
94,54,178,0
94,60,182,0
